severity,method,nx,cell_index,z_left_cm,z_center_cm,z_right_cm,r_left_cm,r_center_cm,r_right_cm,dx_cm
50,fv-muscl-minmod,400,369,5.52,5.5275,5.535,0.18,0.18,0.18,0.015
50,fv-muscl-minmod,400,370,5.535,5.5425,5.55,0.18,0.18,0.18,0.015
50,fv-muscl-minmod,400,371,5.55,5.5575,5.565,0.18,0.18,0.18,0.015
50,fv-muscl-minmod,400,372,5.565,5.5725,5.58,0.18,0.18,0.18,0.015
50,fv-muscl-minmod,400,373,5.58,5.5875,5.595,0.18,0.18,0.18,0.015
50,fv-muscl-minmod,400,374,5.595,5.6025,5.61,0.18,0.18,0.18,0.015
50,fv-muscl-minmod,400,375,5.61,5.6175,5.625,0.18,0.18,0.18,0.015
50,fv-muscl-minmod,400,376,5.625,5.6325,5.64,0.18,0.18,0.18,0.015
50,fv-muscl-minmod,400,377,5.64,5.6475,5.655,0.18,0.18,0.18,0.015
50,fv-muscl-minmod,400,378,5.655,5.6625,5.67,0.18,0.18,0.18,0.015
50,fv-muscl-minmod,400,379,5.67,5.6775,5.685,0.18,0.18,0.18,0.015
50,fv-muscl-minmod,400,380,5.685,5.6925,5.7,0.18,0.18,0.18,0.015
50,fv-muscl-minmod,400,381,5.7,5.7075,5.715,0.18,0.18,0.18,0.015
50,fv-muscl-minmod,400,382,5.715,5.7225,5.73,0.18,0.18,0.18,0.015
50,fv-muscl-minmod,400,383,5.73,5.7375,5.745,0.18,0.18,0.18,0.015
50,fv-muscl-minmod,400,384,5.745,5.7525,5.76,0.18,0.18,0.18,0.015
50,fv-muscl-minmod,400,385,5.76,5.7675,5.775,0.18,0.18,0.18,0.015
50,fv-muscl-minmod,400,386,5.775,5.7825,5.79,0.18,0.18,0.18,0.015
50,fv-muscl-minmod,400,387,5.79,5.7975,5.805,0.18,0.18,0.18,0.015
50,fv-muscl-minmod,400,388,5.805,5.8125,5.82,0.18,0.18,0.18,0.015
50,fv-muscl-minmod,400,389,5.82,5.8275,5.835,0.18,0.18,0.18,0.015
50,fv-muscl-minmod,400,390,5.835,5.8425,5.85,0.18,0.18,0.18,0.015
50,fv-muscl-minmod,400,391,5.85,5.8575,5.865,0.18,0.18,0.18,0.015
50,fv-muscl-minmod,400,392,5.865,5.8725,5.88,0.18,0.18,0.18,0.015
50,fv-muscl-minmod,400,393,5.88,5.8875,5.895,0.18,0.18,0.18,0.015
50,fv-muscl-minmod,400,394,5.895,5.9025,5.91,0.18,0.18,0.18,0.015
50,fv-muscl-minmod,400,395,5.91,5.9175,5.925,0.18,0.18,0.18,0.015
50,fv-muscl-minmod,400,396,5.925,5.9325,5.94,0.18,0.18,0.18,0.015
50,fv-muscl-minmod,400,397,5.94,5.9475,5.955,0.18,0.18,0.18,0.015
50,fv-muscl-minmod,400,398,5.955,5.9625,5.97,0.18,0.18,0.18,0.015
50,fv-muscl-minmod,400,399,5.97,5.9775,5.985,0.18,0.18,0.18,0.015
50,fv-muscl-minmod,400,400,5.985,5.9925,6,0.18,0.18,0.18,0.015
