severity,particle_id,seed_label,sample_index,z_cm,x_cm,y_cm,r_cm,r_over_r0,t_s,ux_cm_s,uy_cm_s,uz_cm_s
23,2,theta0,58,1.45125,0.0810014708263,-4.57171864797e-07,0.0810014708276,0.450008171265,0.164938279346,7.1029603015e-06,-7.16447932226e-07,8.49552818331
23,2,theta0,59,1.47583333333,0.0810014953298,-4.60484038718e-07,0.0810014953311,0.450008307395,0.167831949186,9.55915086933e-06,-1.66805650084e-06,8.49559852072
23,2,theta0,60,1.50041666667,0.0810015245732,-4.67662677617e-07,0.0810015245746,0.450008469859,0.170725587955,9.95215197931e-06,-3.19987297869e-06,8.49569808437
23,2,theta0,61,1.525,0.0810015254816,-4.72411622342e-07,0.081001525483,0.450008474905,0.17361923389,-7.31263960934e-06,-1.39026288087e-07,8.49557160148
23,2,theta0,62,1.54958333333,0.0810014938944,-4.68794593293e-07,0.0810014938958,0.450008299421,0.176512904724,-1.25076265031e-05,2.58241474082e-06,8.49555156909
23,2,theta0,63,1.57416666667,0.0810014642643,-4.57519977006e-07,0.0810014642656,0.450008134809,0.17940656579,-6.61454564244e-06,5.53207791755e-06,8.4956137276
23,2,theta0,64,1.59875,0.081001465095,-4.3759396388e-07,0.0810014650962,0.450008139423,0.182300209664,1.30776491553e-05,6.54023231823e-06,8.49560769933
23,2,theta0,65,1.62333333333,0.0810015563149,-4.30250279113e-07,0.0810015563161,0.4500086462,0.185193893501,4.48133779678e-05,-1.27425087858e-06,8.49544994962
23,2,theta0,66,1.64791666667,0.0810016946057,-4.43867468681e-07,0.0810016946069,0.450009414483,0.188087601762,4.56104855424e-05,-7.94707018422e-06,8.49546509206
23,2,theta0,67,1.6725,0.0810017909788,-4.74731886198e-07,0.0810017909802,0.45000994989,0.190981276987,1.7135801844e-05,-1.27416883421e-05,8.49562321151
23,2,theta0,68,1.69708333333,0.0810018116277,-5.09805552455e-07,0.0810018116293,0.450010064607,0.193874893998,2.79321725876e-05,-4.7171523165e-06,8.49573712011
23,2,theta0,69,1.72166666667,0.0810019314066,-4.88457682738e-07,0.081001931408,0.450010730045,0.196768514184,3.70706029667e-05,1.96389161303e-05,8.49565572926
23,2,theta0,70,1.74625,0.0810019232355,-3.95185182327e-07,0.0810019232364,0.450010684647,0.199662171507,-6.05029407576e-05,4.4994281169e-05,8.4955218238
23,2,theta0,71,1.77083333333,0.0810014484912,-2.31558057567e-07,0.0810014484915,0.450008047175,0.202555879264,-0.000300731953427,6.62862284627e-05,8.49537626144
23,2,theta0,72,1.79541666667,0.0809999744533,-9.23064869902e-08,0.0809999744533,0.449999858074,0.205449626898,-0.000845378354428,-1.404985904e-05,8.49531083198
23,2,theta0,73,1.82,0.0809949641191,-2.56876252183e-07,0.0809949641195,0.449972022894,0.208343300317,-0.00291378050879,-8.23508520077e-05,8.4959390096
23,2,theta0,74,1.84458333333,0.0809813992831,-4.68479999479e-07,0.0809813992844,0.449896663088,0.21123658119,-0.00675935527653,-4.6571235915e-05,8.4976623555
23,2,theta0,75,1.86916666667,0.0809537166154,-4.44290125732e-07,0.0809537166166,0.449742881613,0.214128996669,-0.0126831604158,7.25928865488e-05,8.50122680788
23,2,theta0,76,1.89375,0.0809078037894,-1.9387430781e-09,0.0809078037894,0.449488005895,0.217019773584,-0.0203358479676,0.000240179716334,8.50774528495
23,2,theta0,77,1.91833333333,0.0808246049442,9.83767155928e-07,0.0808246049502,0.449028005445,0.219907263422,-0.0394191013597,0.000449492023828,8.52108175764
23,2,theta0,78,1.94291666667,0.0806682869833,2.63270080826e-06,0.0806682870262,0.448176502716,0.222788726056,-0.0711686923175,0.000707257343586,8.54408648118
23,2,theta0,79,1.9675,0.08040562239,5.10591685749e-06,0.0804056225521,0.446808310514,0.225659264203,-0.113506764867,0.00100625976853,8.58766100173
23,2,theta0,80,1.99208333333,0.079982300456,6.37315606477e-06,0.0799823007099,0.444814902946,0.228511565392,-0.186050002257,-8.63204133886e-05,8.65948335812
23,2,theta0,81,2.01666666667,0.0793409205994,5.12818548876e-06,0.0793409207651,0.442322469878,0.231330698425,-0.271060507337,-0.000702239397684,8.79155109874
23,2,theta0,82,2.04125,0.0784610009848,2.93672626458e-06,0.0784610010398,0.439950136335,0.234097724277,-0.36705708997,-0.000886353164962,8.99249100729
23,2,theta0,83,2.06583333333,0.0773334594083,4.16645455609e-07,0.0773334594095,0.438492765343,0.236791097781,-0.473807092151,-0.00101652686087,9.27218879084
23,2,theta0,84,2.09041666667,0.0759429674429,-3.02131924001e-06,0.075942967503,0.438456585094,0.239400338903,-0.588682948832,-0.00154178318626,9.58908067178
23,2,theta0,85,2.115,0.0743457453555,-7.05390555135e-06,0.0743457456902,0.440156404657,0.241912430492,-0.679563212773,-0.0015902871254,10.0013944995
23,2,theta0,86,2.13958333333,0.0726298676088,-1.04779931647e-05,0.0726298683647,0.443387640692,0.244312025559,-0.748647472557,-0.00119265822537,10.5117593791
23,2,theta0,87,2.16416666667,0.0708705990347,-1.22123573505e-05,0.0708706000869,0.447329807856,0.246587735691,-0.785618519987,-0.000115350582515,11.0969694766
23,2,theta0,88,2.18875,0.0691851809205,-1.10797037943e-05,0.0691851818077,0.451247616443,0.248749370105,-0.768887466086,0.00105943347937,11.6497859246
23,2,theta0,89,2.21333333333,0.067640261988,-8.25814150109e-06,0.0676402624921,0.454312879086,0.250812414849,-0.723774747869,0.00157284431385,12.1823964404
23,2,theta0,90,2.23791666667,0.0662761832715,-5.01747194886e-06,0.0662761834615,0.456009383636,0.252789103953,-0.652421617829,0.00182624958295,12.6904178587
23,2,theta0,91,2.2625,0.0651249271554,-1.27016734211e-06,0.0651249271678,0.456326798246,0.254690372136,-0.545030794662,0.00203314812447,13.1690502477
23,2,theta0,92,2.28708333333,0.0642332087365,2.31823189755e-06,0.0642332087784,0.455825829207,0.25652851739,-0.426364580916,0.00179922433773,13.5634733388
23,2,theta0,93,2.31166666667,0.0635675366833,5.01241359959e-06,0.0635675368809,0.454772662096,0.2583207151,-0.317702511081,0.00113141497381,13.8540621932
23,2,theta0,94,2.33625,0.063098724646,5.93142838574e-06,0.0630987249248,0.453539590026,0.260082453168,-0.214893016421,-0.000198462771941,14.0344110178
23,2,theta0,95,2.36083333333,0.0627964733695,4.88102376292e-06,0.0627964735592,0.452446982766,0.26182689032,-0.139418506139,-0.000670748336864,14.1523969546
23,2,theta0,96,2.38541666667,0.0626032977701,3.76392563707e-06,0.0626032978833,0.451513920383,0.263557893743,-0.0859806088188,-0.000614381738876,14.2451687681
23,2,theta0,97,2.41,0.0624915252399,2.77698793622e-06,0.0624915253016,0.450851936144,0.265279815535,-0.0460496604595,-0.000528497076201,14.3025102396
23,2,theta0,98,2.43458333333,0.0624392514102,1.72096211107e-06,0.0624392514339,0.450499026147,0.266997376627,-0.0166034662662,-0.00071597861801,14.3158349277
23,2,theta0,99,2.45916666667,0.0624255242652,5.82537003926e-07,0.0624255242679,0.4504005749,0.268714587662,0.000272369780292,-0.000584272223515,14.3155786259
23,2,theta0,100,2.48375,0.0624410185996,-3.04337748033e-07,0.0624410186003,0.450503799305,0.270432230877,0.0180915423321,-0.000458185796671,14.3071735847
23,2,theta0,101,2.50833333333,0.0624888353366,-1.01875384006e-06,0.0624888353449,0.45077964247,0.272151534607,0.0378399896967,-0.000366656876774,14.2873785128
23,2,theta0,102,2.53291666667,0.0625723389798,-1.52468805654e-06,0.0625723389984,0.451149577781,0.273874261935,0.0598332727709,-0.000210020263983,14.2502918282
23,2,theta0,103,2.5575,0.0627064155776,-1.48259453621e-06,0.0627064155951,0.451580665813,0.275602044761,0.0962308163725,0.000210195758865,14.1999743647
23,2,theta0,104,2.58208333333,0.0629089908965,-9.61817896314e-07,0.0629089909039,0.452038515203,0.277338287136,0.13797111213,0.000341565912826,14.1115438399
23,2,theta0,105,2.60666666667,0.0631909235516,-4.45291785077e-07,0.0631909235532,0.452430095388,0.279087929755,0.185161794284,0.000232635770525,13.9810959639
23,2,theta0,106,2.63125,0.0635645143394,-1.65394231752e-07,0.0635645143397,0.452682316193,0.28085705139,0.239295839257,0.000193779033423,13.809480959
23,2,theta0,107,2.65583333333,0.0640478668817,5.37754849411e-07,0.064047866884,0.452790435358,0.282649192602,0.299376809069,0.000547983150131,13.6166718597
23,2,theta0,108,2.68041666667,0.0646453022663,1.66676131743e-06,0.0646453022878,0.452695193678,0.284470473229,0.355939752738,0.000649321967926,13.3710012895
23,2,theta0,109,2.705,0.0653574950808,2.76987360958e-06,0.0653574951395,0.452369666166,0.28632942263,0.409916543075,0.000494360119002,13.0669310448
23,2,theta0,110,2.72958333333,0.0661878642527,3.40805776216e-06,0.0661878643405,0.451870894796,0.288236374564,0.457399761616,0.000241982214161,12.7239455732
23,2,theta0,111,2.75416666667,0.0671183749545,3.80142011978e-06,0.0671183750621,0.451174078375,0.290194755696,0.490973759094,0.000171878170885,12.3798806882
23,2,theta0,112,2.77875,0.0681329003577,4.13624368942e-06,0.0681329004832,0.450328745157,0.292210023123,0.513990927652,0.000172018630063,12.015898956
23,2,theta0,113,2.80333333333,0.0692173850939,4.4586888598e-06,0.0692173852376,0.449443033602,0.294289317897,0.527708551172,0.000114496369084,11.6281429877
23,2,theta0,114,2.82791666667,0.0703537576909,4.44956524255e-06,0.0703537578316,0.448623487816,0.296439978633,0.524176149665,-0.000171370136259,11.2424168407
23,2,theta0,115,2.8525,0.0715017309687,3.81847636444e-06,0.0715017310706,0.447842501682,0.298662788919,0.507534088216,-0.000356014122943,10.8819756679
23,2,theta0,116,2.87708333333,0.0726401327316,3.0175622531e-06,0.0726401327943,0.447186147464,0.300958300748,0.483130632861,-0.000302046912274,10.5418778214
23,2,theta0,117,2.90166666667,0.0737476501046,2.53146906868e-06,0.073747650148,0.446712123848,0.303326615445,0.451239556174,-9.65910307843e-05,10.2245560686
23,2,theta0,118,2.92625,0.0747992703363,2.1629855063e-06,0.0747992703675,0.446419069952,0.305766279542,0.410170084006,-0.0002489251378,9.93499648774
23,2,theta0,119,2.95083333333,0.0757739769564,1.38450863633e-06,0.0757739769691,0.446289064901,0.308273989971,0.367280338148,-0.000343872470507,9.67780821675
23,2,theta0,120,2.97541666667,0.0766620782978,5.63646544819e-07,0.0766620782999,0.446328705251,0.310844789319,0.323546250124,-0.000257561167229,9.45382368944
23,2,theta0,121,3,0.0774528278904,2.14371222315e-07,0.0774528278907,0.446498044287,0.313471836399,0.278533465133,1.04795235086e-05,9.26930411876
23,2,theta0,122,3.02458333333,0.0781409775369,1.08440341738e-07,0.078140977537,0.446755186004,0.316148175223,0.236423161603,-8.00549792006e-05,9.1064010028
23,2,theta0,123,3.04916666667,0.078730820865,-1.69469789724e-07,0.0787308208652,0.447085949016,0.318868911555,0.197863713212,-0.000114875375649,8.96926672933
23,2,theta0,124,3.07375,0.0792273499865,-4.59294480317e-07,0.0792273499878,0.447460732237,0.321627609132,0.162517849462,-7.0000989834e-05,8.85820459569
23,2,theta0,125,3.09833333333,0.079634391471,-4.71255000419e-07,0.0796343914723,0.447832175557,0.324416342141,0.130354599589,4.96134861628e-05,8.77609383621
23,2,theta0,126,3.12291666667,0.0799633675484,-3.52882954106e-07,0.0799633675491,0.448191306125,0.327229276609,0.104202999609,3.41458517174e-05,8.70516563717
23,2,theta0,127,3.1475,0.0802259606883,-2.81291677839e-07,0.0802259606888,0.448531318013,0.330062921768,0.0817859685702,1.59058559404e-05,8.64820021281
23,2,theta0,128,3.17208333333,0.0804313087878,-2.52171060311e-07,0.0804313087882,0.448835967497,0.332912996626,0.0627191916173,1.75570196572e-05,8.60575839918
23,2,theta0,129,3.19666666667,0.0805872879094,-1.45384564592e-07,0.0805872879095,0.449089350455,0.335774446485,0.047326836046,5.05310222271e-05,8.57738945
23,2,theta0,130,3.22125,0.0807058776446,5.17119942059e-09,0.0807058776446,0.449306993442,0.338644741848,0.0356796478496,5.17842497531e-05,8.55308291094
23,2,theta0,131,3.24583333333,0.0807944372604,1.37267669712e-07,0.0807944372605,0.44948743888,0.341522234162,0.0262465795021,3.74222209468e-05,8.53448161597
23,2,theta0,132,3.27041666667,0.0808589100246,2.18568922598e-07,0.0808589100249,0.449629702785,0.344405005109,0.0187536782722,2.28524671318e-05,8.52211842279
23,2,theta0,133,3.295,0.0809046437321,2.8767721591e-07,0.0809046437326,0.449736945014,0.347290916702,0.013431009088,2.78998643173e-05,8.51443710211
23,2,theta0,134,3.31958333333,0.0809375814828,3.72973699951e-07,0.0809375814836,0.449821981814,0.35017933829,0.00952878580921,2.9422729246e-05,8.50786640258
23,2,theta0,135,3.34416666667,0.0809605856415,4.47642541e-07,0.0809605856428,0.449885708911,0.353069674959,0.00654210276083,2.05038162334e-05,8.50313420026
23,2,theta0,136,3.36875,0.0809761402284,4.88644179832e-07,0.0809761402299,0.449931047146,0.355961276435,0.00433946729827,8.78096901817e-06,8.50052646155
23,2,theta0,137,3.39333333333,0.0809865599565,5.13026597236e-07,0.0809865599582,0.449963146811,0.358853532476,0.00297037958172,9.87942873678e-06,8.498814811
23,2,theta0,138,3.41791666667,0.0809936369456,5.4342917727e-07,0.0809936369474,0.44998662317,0.361746347541,0.001969411478,1.04145944081e-05,8.49740806327
23,2,theta0,139,3.4425,0.0809982257412,5.69085936366e-07,0.0809982257432,0.450002606561,0.364639551128,0.00124863328825,6.59382060058e-06,8.49652648451
23,2,theta0,140,3.46708333333,0.0810010856123,5.80330146782e-07,0.0810010856144,0.450012921457,0.367532959411,0.000768270992515,1.380584024e-06,8.49621907605
23,2,theta0,141,3.49166666667,0.0810029045371,5.85646767627e-07,0.0810029045392,0.450019842856,0.370426474343,0.000502635449614,2.37683213708e-06,8.49581173574
23,2,theta0,142,3.51625,0.0810040598152,5.93040413536e-07,0.0810040598173,0.450024491156,0.373320104039,0.000306825976636,2.51530946958e-06,8.49556794592
23,2,theta0,143,3.54083333333,0.0810047431537,5.9893836676e-07,0.0810047431559,0.450027331695,0.376213784587,0.000175713767362,1.33922767407e-06,8.49550579985
23,2,theta0,144,3.56541666667,0.0810051311385,6.00633073439e-07,0.0810051311408,0.450028986806,0.379107466062,0.000102153157274,1.97069077166e-08,8.49553111212
23,2,theta0,145,3.59,0.0810053662717,6.01245556257e-07,0.0810053662739,0.450030039733,0.382001175449,6.22762171315e-05,3.54511691558e-07,8.49536987114
23,2,theta0,146,3.61458333333,0.0810055026469,6.02400627131e-07,0.0810055026491,0.450030673579,0.384894917615,3.38950285335e-05,3.9470993137e-07,8.49533834454
23,2,theta0,147,3.63916666667,0.0810055734128,6.0324664856e-07,0.081005573415,0.450031008516,0.387788650118,1.67728579876e-05,1.42149853559e-07,8.4954094342
23,2,theta0,148,3.66375,0.0810056092806,6.0325069768e-07,0.0810056092829,0.450031181521,0.390682358039,9.33347987558e-06,-5.28847034401e-08,8.49542315733
23,2,theta0,149,3.68833333333,0.0810056297674,6.03203314426e-07,0.0810056297697,0.450031284002,0.393576094591,5.06462231284e-06,1.17833481875e-08,8.49531656573
23,2,theta0,150,3.71291666667,0.0810056399734,6.03270554843e-07,0.0810056399756,0.450031336039,0.396469847012,2.22785117814e-06,2.63370738332e-08,8.49532994422
23,2,theta0,151,3.7375,0.0810056440361,6.03306732633e-07,0.0810056440384,0.450031356787,0.39936357834,8.06204446489e-07,-6.54135751671e-09,8.49541988998
23,2,theta0,152,3.76208333333,0.0810056457632,6.03240475765e-07,0.0810056457654,0.450031365708,0.402257284218,4.18052331668e-07,-2.02349796797e-08,8.49538959839
23,2,theta0,153,3.78666666667,0.0810056465647,6.03199415001e-07,0.081005646567,0.450031369926,0.405151027946,1.54432154399e-07,-9.22238703762e-09,8.49530782588
23,2,theta0,154,3.81125,0.081005646764,6.03180860312e-07,0.0810056467662,0.450031370956,0.408044779246,1.76420886858e-09,-4.67993728258e-09,8.49534513837
23,2,theta0,155,3.83583333333,0.0810056466868,6.03166464064e-07,0.0810056466891,0.450031370504,0.410938505119,-3.70884297316e-08,-5.69543774941e-09,8.49543853292
23,2,theta0,156,3.86041666667,0.081005646604,6.03149870449e-07,0.0810056466062,0.450031370037,0.413832218779,-2.62213863102e-08,-4.7963811358e-09,8.49536525829
23,2,theta0,157,3.885,0.0810056465321,6.03138829526e-07,0.0810056465344,0.450031369636,0.416725967002,-2.31628876107e-08,-2.94951629464e-09,8.49530576542
23,2,theta0,158,3.90958333333,0.0810056464715,6.03132134396e-07,0.0810056464738,0.450031369299,0.419619715232,-1.84377636922e-08,-1.79293055655e-09,8.49536500221
23,2,theta0,159,3.93416666667,0.0810056464281,6.03127859944e-07,0.0810056464304,0.450031369058,0.422513435013,-1.13064873237e-08,-1.23958522523e-09,8.49545831854
23,2,theta0,160,3.95875,0.0810056464024,6.03124839206e-07,0.0810056464046,0.450031368914,0.425407155771,-7.00891776347e-09,-8.47700783873e-10,8.495345165
23,2,theta0,161,3.98333333333,0.0810056463864,6.03122881606e-07,0.0810056463887,0.450031368826,0.42830090706,-4.14970872778e-09,-5.19632671966e-10,8.49530785687
23,2,theta0,162,4.00791666667,0.0810056463774,6.03121748878e-07,0.0810056463797,0.450031368776,0.431194651323,-2.21054251867e-09,-2.77472534766e-10,8.49538007103
23,2,theta0,163,4.0325,0.0810056463728,6.03121173036e-07,0.081005646375,0.45003136875,0.434088365888,-1.15954457618e-09,-1.40705070309e-10,8.49546334808
23,2,theta0,164,4.05708333333,0.0810056463702,6.03120858605e-07,0.0810056463724,0.450031368736,0.436982093417,-6.53799996758e-10,-7.89912446456e-11,8.49532918439
23,2,theta0,165,4.08166666667,0.0810056463689,6.03120702117e-07,0.0810056463711,0.450031368728,0.43987584637,-3.00451636281e-10,-3.15419478933e-11,8.49531406974
23,2,theta0,166,4.10625,0.0810056463683,6.03120662024e-07,0.0810056463706,0.450031368725,0.442769585433,-1.00796143427e-10,1.07632237561e-12,8.49539620219
23,2,theta0,167,4.13083333333,0.0810056463681,6.03120686278e-07,0.0810056463704,0.450031368724,0.4456632967,-4.31542653497e-11,1.21199637962e-11,8.49542930634
23,2,theta0,168,4.15541666667,0.0810056463681,6.03120726398e-07,0.0810056463703,0.450031368724,0.448557032043,-1.23692323824e-11,1.53172938176e-11,8.49531733798
23,2,theta0,169,4.18,0.0810056463681,6.03120773238e-07,0.0810056463703,0.450031368724,0.451450785251,6.14125157883e-12,1.67639079071e-11,8.49532441873
23,2,theta0,170,4.20458333333,0.0810056463681,6.03120821472e-07,0.0810056463703,0.450031368724,0.454344518542,1.19977031939e-11,1.60271102454e-11,8.49541340457
23,2,theta0,171,4.22916666667,0.0810056463681,6.031208633e-07,0.0810056463704,0.450031368724,0.45723822597,8.96872345031e-12,1.29842804059e-11,8.4953994022
23,2,theta0,172,4.25375,0.0810056463681,6.03120897221e-07,0.0810056463704,0.450031368724,0.46013196772,7.13418761412e-12,1.05030143785e-11,8.49530962941
23,2,theta0,173,4.27833333333,0.0810056463682,6.03120924333e-07,0.0810056463704,0.450031368724,0.463025719773,5.34228936892e-12,8.27857180691e-12,8.49533890575
23,2,theta0,174,4.30291666667,0.0810056463682,6.03120945332e-07,0.0810056463704,0.450031368724,0.465919447707,3.5941082551e-12,6.25920561529e-12,8.49543167887
23,2,theta0,175,4.3275,0.0810056463682,6.03120960885e-07,0.0810056463704,0.450031368725,0.468813158459,2.31591391375e-12,4.60784844702e-12,8.49537363618
23,2,theta0,176,4.35208333333,0.0810056463682,6.031209723e-07,0.0810056463704,0.450031368725,0.471706905205,1.43782616907e-12,3.32417467456e-12,8.49530605899
23,2,theta0,177,4.37666666667,0.0810056463682,6.0312098037e-07,0.0810056463704,0.450031368725,0.474600654694,7.95248532271e-13,2.29566419992e-12,8.49535753094
23,2,theta0,178,4.40125,0.0810056463682,6.03120985864e-07,0.0810056463704,0.450031368725,0.477494376732,4.21877617294e-13,1.55321526463e-12,8.4954510251
23,2,theta0,179,4.42583333333,0.0810056463682,6.0312098962e-07,0.0810056463704,0.450031368725,0.480388095045,2.88301016603e-13,1.06391696209e-12,8.49535200833
23,2,theta0,180,4.45041666667,0.0810056463682,6.0312099212e-07,0.0810056463704,0.450031368725,0.483281845378,1.97374437309e-13,6.80539781662e-13,8.49530662674
23,2,theta0,181,4.475,0.0810056463682,6.03120993653e-07,0.0810056463704,0.450031368725,0.486175591224,1.40851159263e-13,3.9412365632e-13,8.49537447195
23,2,theta0,182,4.49958333333,0.0810056463682,6.03120994496e-07,0.0810056463704,0.450031368725,0.489069307157,1.41439334706e-13,2.10720316102e-13,8.49547144327
23,2,theta0,183,4.52416666667,0.0810056463682,6.03120995045e-07,0.0810056463704,0.450031368725,0.491963031796,-1.44427813589e-13,1.72618794303e-13,8.49533451863
23,2,theta0,184,4.54875,0.0810056463682,6.03120995515e-07,0.0810056463704,0.450031368725,0.494856784306,-3.41867360075e-13,1.55754994845e-13,8.49531133265
23,2,theta0,185,4.57333333333,0.0810056463682,6.03120995976e-07,0.0810056463704,0.450031368725,0.497750525402,-4.57613908685e-13,1.79615984233e-13,8.49539021258
23,2,theta0,186,4.59791666667,0.0810056463682,6.0312099656e-07,0.0810056463704,0.450031368725,0.500644237931,-3.71733230513e-13,1.71140258955e-13,8.49544120662
23,2,theta0,187,4.6225,0.0810056463682,6.03120996516e-07,0.0810056463704,0.450031368725,0.503537970596,2.44797227707e-13,-1.94924143581e-13,8.4953211671
23,2,theta0,188,4.64708333333,0.0810056463682,6.03120995472e-07,0.0810056463704,0.450031368725,0.506431723874,6.43140465881e-13,-5.19349579307e-13,8.49532017672
23,2,theta0,189,4.67166666667,0.0810056463682,6.03120993511e-07,0.0810056463704,0.450031368725,0.509325458986,8.63770969596e-13,-8.83197770037e-13,8.49540702514
23,2,theta0,190,4.69625,0.0810056463682,6.03120990679e-07,0.0810056463704,0.450031368725,0.512219167872,7.8416668463e-13,-7.2758686302e-13,8.49540979765
23,2,theta0,191,4.72083333333,0.0810056463682,6.03120989807e-07,0.0810056463704,0.450031368725,0.515112907456,4.5595007075e-13,5.12223291171e-14,8.49531195374
23,2,theta0,192,4.74541666667,0.0810056463682,6.0312099055e-07,0.0810056463704,0.450031368725,0.518006660092,2.65251472894e-13,3.88634313876e-13,8.49533315895
23,2,theta0,193,4.77,0.0810056463682,6.03120991663e-07,0.0810056463704,0.450031368725,0.520900390036,1.59297621114e-13,2.96776673091e-13,8.49542490964
23,2,theta0,194,4.79458333333,0.0810056463682,6.03120991028e-07,0.0810056463704,0.450031368725,0.523794097732,-5.46428445952e-12,-1.33370270731e-12,8.49538252683
23,2,theta0,195,4.81916666667,0.0810056463682,6.03120984452e-07,0.0810056463704,0.450031368724,0.526687842825,-1.33541271664e-11,-3.02597768672e-12,8.49530687852
23,2,theta0,196,4.84375,0.0810056463681,6.03120974589e-07,0.0810056463704,0.450031368724,0.529581593409,-1.8457647152e-11,-3.60512438545e-12,8.49535027935
23,2,theta0,197,4.86833333333,0.0810056463681,6.03120966821e-07,0.0810056463703,0.450031368724,0.532475317653,-2.11137559511e-11,-1.45316650175e-12,8.4954438661
23,2,theta0,198,4.89291666667,0.0810056463681,6.03120959144e-07,0.0810056463703,0.450031368724,0.53536903336,3.65194327583e-11,-5.9175801356e-12,8.49535939422
23,2,theta0,199,4.9175,0.0810056463683,6.03120928572e-07,0.0810056463705,0.450031368725,0.538262782552,9.5108258839e-11,-1.57067208184e-11,8.4953059415
23,2,theta0,200,4.94208333333,0.0810056463686,6.03120864929e-07,0.0810056463708,0.450031368727,0.541156529818,1.31389661894e-10,-2.93932947175e-11,8.49536901383
23,2,theta0,201,4.96666666667,0.081005646369,6.03120737536e-07,0.0810056463712,0.450031368729,0.544050247967,1.47267476015e-10,-5.83269976921e-11,8.49546389445
23,2,theta0,202,4.99125,0.0810056463689,6.03120650419e-07,0.0810056463712,0.450031368729,0.546943970448,-2.13320276131e-10,4.43228427238e-12,8.49534039983
23,2,theta0,203,5.01583333333,0.0810056463679,6.03120772142e-07,0.0810056463701,0.450031368723,0.549837722329,-4.7522640595e-10,8.0561652344e-11,8.49530914277
23,2,theta0,204,5.04041666667,0.0810056463663,6.0312113084e-07,0.0810056463685,0.450031368714,0.552731465296,-6.11974908016e-10,1.80882656856e-10,8.49538436479
23,2,theta0,205,5.065,0.0810056463646,6.03121846058e-07,0.0810056463668,0.450031368704,0.555625179015,-4.32151449114e-10,2.72970943092e-10,8.49545365362
23,2,theta0,206,5.08958333333,0.0810056463657,6.0312208133e-07,0.0810056463679,0.450031368711,0.558518908815,1.11306151791e-09,-1.00265070134e-10,8.4953255423
23,2,theta0,207,5.11416666667,0.0810056463704,6.03121324204e-07,0.0810056463726,0.450031368737,0.561412661978,2.03916473926e-09,-4.12921714869e-10,8.49531648089
23,2,theta0,208,5.13875,0.0810056463769,6.0311968901e-07,0.0810056463792,0.450031368773,0.564306399409,2.41685698611e-09,-7.91429528979e-10,8.49540078774
23,2,theta0,209,5.16333333333,0.081005646383,6.03117076468e-07,0.0810056463853,0.450031368807,0.567200109681,6.19490491778e-10,-5.71568416715e-10,8.49542074451
23,2,theta0,210,5.18791666667,0.0810056463777,6.03117904212e-07,0.0810056463799,0.450031368777,0.57009384691,-3.92251814149e-09,1.10923475923e-09,8.49531483207
23,2,theta0,211,5.2125,0.0810056463626,6.03123296942e-07,0.0810056463649,0.450031368694,0.572987599941,-6.1071754761e-09,2.58349471679e-09,8.49532796381
23,2,theta0,212,5.23708333333,0.0810056463444,6.03133210312e-07,0.0810056463466,0.450031368592,0.575881331824,-6.25336658987e-09,4.47954491424e-09,8.49541827741
23,2,theta0,213,5.26166666667,0.0810056463311,6.03147434889e-07,0.0810056463333,0.450031368518,0.578775038117,1.50206523879e-09,3.21169714335e-09,8.4953919408
23,2,theta0,214,5.28625,0.0810056463518,6.03150941405e-07,0.0810056463541,0.450031368634,0.581668781379,1.17458180129e-08,-5.4991128219e-10,8.49530821595
23,2,theta0,215,5.31083333333,0.0810056463926,6.03145631213e-07,0.0810056463948,0.45003136886,0.58456253288,1.53231182728e-08,-2.88193482861e-09,8.49534356438
23,2,theta0,216,5.33541666667,0.081005646435,6.03132378596e-07,0.0810056464372,0.450031369096,0.587456259255,1.34387217463e-08,-6.37716405081e-09,8.49543688667
23,2,theta0,217,5.36,0.0810056464565,6.03119567371e-07,0.0810056464587,0.450031369215,0.590349972166,-2.06957583567e-09,7.08265418421e-10,8.49536743919
23,2,theta0,218,5.38458333333,0.0810056464282,6.03136223676e-07,0.0810056464304,0.450031369058,0.59324371999,-1.59861639508e-08,1.029836059e-08,8.49530591053
23,2,theta0,219,5.40916666667,0.0810056463728,6.03176244756e-07,0.081005646375,0.45003136875,0.596137468513,-2.07519079128e-08,1.6856731068e-08,8.49536333176
23,2,theta0,220,5.43375,0.0810056463164,6.03245875254e-07,0.0810056463187,0.450031368437,0.599031188881,-1.84992886772e-08,3.06247695567e-08,8.49545628355
23,2,theta0,221,5.45833333333,0.0810056462203,6.03340328889e-07,0.0810056462225,0.450031367903,0.601924909158,-4.94365934898e-08,3.33154233214e-08,8.49534639355
23,2,theta0,222,5.48291666667,0.0810056460466,6.03435593971e-07,0.0810056460489,0.450031366938,0.604818660363,-6.71572086157e-08,3.21073172735e-08,8.49530718265
23,2,theta0,223,5.5075,0.0810056458493,6.03521564023e-07,0.0810056458516,0.450031365842,0.607712405072,-6.87198676032e-08,2.39058646507e-08,8.49537882567
23,2,theta0,224,5.53208333333,0.081005645656,6.03546875325e-07,0.0810056456583,0.450031364768,0.610606119726,-4.82759670656e-08,-7.96523156496e-09,8.4954676202
23,2,theta0,225,5.55666666667,0.0810056461777,6.03384218357e-07,0.0810056461799,0.450031367666,0.613499846006,3.64383824031e-07,-9.92991625259e-08,8.49533201272
