case_id,severity,pressure_drop_pa,mesh_nz,mesh_nr,mesh_ntheta,projection_nr,projection_ntheta,mesh_nodes,mesh_cells,velocity_dofs,pressure_dofs,elapsed_s,mean_flow,fe_uavg_min,fe_uavg_max,projection_uavg_min,projection_uavg_max,fe_pressure_min,fe_pressure_max,projection_pressure_min,projection_pressure_max,fe_projection_u_l2_relative_error,fe_projection_pressure_l2_relative_error,finest_u_l2_relative_error,finest_pressure_l2_relative_error,traction_samples,wall_traction_mean,wall_traction_max,wss_mean,wss_max,status,error_message
stokes-s23-8x2x8,23.0,40.0,8,2,8,2,8,153,576,2091,153,32.458397,0.17433774426552517,3.6461950986855354,9.998769623951983,5.3798841151084655,9.07384738478425,0.36605537396857785,399.58748278455084,0.4204279808473804,399.5795720191529,0.20116452986261327,0.026419300581568737,0.3642788697210596,0.022923805242965507,72,195.38761066960663,400.080340142695,4.464988093989802,5.6439942411858794,ok,
stokes-s23-16x4x16,23.0,40.0,16,4,16,4,16,1105,5376,20691,1105,18.966709042,0.17433774426552517,3.459858241868648,9.65829982252748,5.3798841151084655,9.07384738478425,0.4051849629498747,399.5779674470885,0.4204279808473804,399.5795720191529,0.1928170317742272,0.005426762650295522,0.0,0.0,272,195.2510695679995,400.0409235478101,5.125827751372341,8.445815270167431,ok,
stokes-s40-8x2x8,40.0,40.0,8,2,8,2,8,153,576,2091,153,2.11673125,0.1285563931552865,2.4487032933162767,11.590889284465952,3.9671593544406702,11.01988709260603,0.31518224189040595,399.7000317132057,0.3100261569581525,399.6899738430421,0.37803620651448216,0.08093179060003461,0.5211860249911212,0.06677612277519455,72,190.80083226734104,400.1328109887338,4.174351467053435,6.033691848058612,ok,
stokes-s40-16x4x16,40.0,40.0,16,4,16,4,16,1105,5376,20691,1105,19.486411958,0.1285563931552865,2.3432028593887586,13.610507648029758,3.9671593544406702,11.01988709260603,0.31011937820712837,399.6768943690574,0.3100261569581525,399.6899738430421,0.22010323272133206,0.016926635022125963,0.0,0.0,272,188.64726199678466,400.02640125158695,4.530682048514734,11.056237227370167,ok,
