status,data_root,case_label,severity,source_xdmf,output_csv,node_count,z_bins,theta_bins,note
written,public/var/data/simulations/canic_case3,77,23,public/var/data/simulations/canic_case3/77/velocity.xdmf,report/assets/data/stenosis-geometry/resolved_envelope_case77_sev23.csv,22691,181,72,node-envelope view, not exact wall surface
written,public/var/data/simulations/canic_case3,60,40,public/var/data/simulations/canic_case3/60/velocity.xdmf,report/assets/data/stenosis-geometry/resolved_envelope_case60_sev40.csv,21975,181,72,node-envelope view, not exact wall surface
