z uax1dseverity23 uax3dseverity23 discseverity23 flow1dseverity23 flow3dseverity23 flowdiscseverity23 areaseverity23 intersectionsseverity23 uax1dseverity40 uax3dseverity40 discseverity40 flow1dseverity40 flow3dseverity40 flowdiscseverity40 areaseverity40 intersectionsseverity40
0.0 10.914838572 22.3153178628 11.4004792909 1.12535874893 2.26108687396 1.13572812503 0.101324430504 876.0 10.910502007 22.3153178862 11.4048158793 1.12550813319 2.26108686424 1.13557873104 0.101324429962 876.0
0.0301507537688 22.4491609416 22.0072362101 0.441924731516 2.28866666259 2.23785823078 0.0508084318059 0.101687381796 2517.0 22.4370825042 21.9830168516 0.454065652609 2.28866908228 2.23937994648 0.0492891357922 0.101868636211 2449.0
0.0603015075377 22.5446437236 22.0240425442 0.520601179448 2.29817279011 2.24235010881 0.0558226813022 0.101813738523 2003.0 22.5324524798 21.9891737083 0.543278771459 2.29816929273 2.24366583611 0.0545034566177 0.102035022592 2039.0
0.0904522613065 22.544783884 22.0209742412 0.523809642758 2.29817248679 2.24190482196 0.0562676648364 0.101807703755 1999.0 22.5326086745 21.9700967964 0.562511878091 2.29817065811 2.24167963457 0.0564910235389 0.102033216119 2059.0
0.120603015075 22.5449166933 22.0608878969 0.484028796413 2.29817145309 2.24485568085 0.0533157722405 0.101757267946 2029.0 22.5327555608 22.0300416427 0.502713918191 2.29817109588 2.24663676948 0.0515343263988 0.101980595676 2053.0
0.150753768844 22.5450494446 22.0694850763 0.47556436828 2.29817041078 2.24414460287 0.0540258079025 0.101685408387 2109.0 22.5329021282 22.0319678259 0.500934302267 2.29817150255 2.24535018092 0.0528213216242 0.101913283401 2137.0
0.180904522613 22.5451824413 22.0665072879 0.478675153368 2.2981693914 2.24581199972 0.052357391683 0.101774692769 2153.0 22.533048333 22.0271243084 0.505924024546 2.29817187367 2.24677291718 0.051398956491 0.102000283183 2107.0
0.211055276382 22.5453158 22.0677489229 0.477566877064 2.29816840694 2.24674439191 0.0514240150342 0.101811217798 2107.0 22.5331941559 22.0144716616 0.518722494303 2.29817220721 2.24630543035 0.0518667768641 0.102037671623 1973.0
0.241206030151 22.5454496024 22.082540096 0.462909506418 2.29816746573 2.24812281041 0.0500446553198 0.101805444511 2165.0 22.5333395803 22.0238661902 0.509473390108 2.29817250142 2.24716329626 0.0510092051585 0.102033097952 2067.0
0.27135678392 22.5455839299 22.0978364343 0.447747495604 2.298166576 2.24786118788 0.0503053881188 0.101723134505 2221.0 22.5334845785 22.0317574507 0.501727127729 2.29817275341 2.24611916732 0.0520535860886 0.101949160086 2107.0
0.301507537688 22.5457188204 22.1177698356 0.427948984789 2.29816574168 2.24873962513 0.0494261165479 0.101671173986 2101.0 22.5336291164 22.0446349302 0.488994186273 2.29817295968 2.24630079634 0.0518721633408 0.101897845143 2095.0
0.331658291457 22.5458542438 22.0877881119 0.458066131962 2.29816495987 2.24780951755 0.0503554423163 0.101767071749 2059.0 22.533773144 22.0531033085 0.480669835507 2.29817311513 2.24928093114 0.0488921839913 0.101993850919 2153.0
0.361809045226 22.5459901572 22.0634082235 0.48258193366 2.29816422639 2.24627607635 0.0518881500381 0.101810021988 2061.0 22.5339166075 22.0508588799 0.483057727651 2.29817321427 2.25000313067 0.0481700836038 0.102036983817 2201.0
0.391959798995 22.5461265907 22.0922324308 0.453894159823 2.2981635444 2.24858451305 0.0495790313492 0.101781679153 2199.0 22.5340595056 22.0431575371 0.490901968516 2.29817325687 2.24859191052 0.0495813463536 0.102008612275 2153.0
