case sections eps_min_percent eps_median_percent eps_mean_percent eps_max_percent area3d_min_cm2 area3d_max_cm2 aref_min_cm2 aref_max_cm2
C23(22.56\%) 200 0.000989588245703 0.248301203127 0.270149466353 2.50384219259 0.060740223219 0.101813738523 0.0610485731464 0.101787601976
40\% 200 0.00252645634496 0.286446860195 0.417339782106 4.60007996109 0.0362057066545 0.102037671623 0.0366435555736 0.101787601976
