severity,z_cm,r0_cm,rbase_cm,s_fraction
40,5.86666666667,0.18,0.18,0
40,5.9,0.18,0.18,0
40,5.93333333333,0.18,0.18,0
40,5.96666666667,0.18,0.18,0
40,6,0.18,0.18,0
50,0,0.18,0.18,0
50,0.0333333333333,0.18,0.18,0
50,0.0666666666667,0.18,0.18,0
50,0.1,0.18,0.18,0
50,0.133333333333,0.18,0.18,0
50,0.166666666667,0.18,0.18,0
50,0.2,0.18,0.18,0
50,0.233333333333,0.18,0.18,0
50,0.266666666667,0.18,0.18,0
50,0.3,0.18,0.18,0
50,0.333333333333,0.18,0.18,0
50,0.366666666667,0.18,0.18,0
50,0.4,0.18,0.18,0
50,0.433333333333,0.18,0.18,0
50,0.466666666667,0.18,0.18,0
50,0.5,0.18,0.18,0
50,0.533333333333,0.18,0.18,0
50,0.566666666667,0.18,0.18,0
50,0.6,0.18,0.18,0
50,0.633333333333,0.18,0.18,0
50,0.666666666667,0.18,0.18,0
50,0.7,0.18,0.18,0
50,0.733333333333,0.18,0.18,0
50,0.766666666667,0.18,0.18,0
50,0.8,0.18,0.18,0
50,0.833333333333,0.18,0.18,0
50,0.866666666667,0.18,0.18,0
50,0.9,0.18,0.18,0
50,0.933333333333,0.18,0.18,0
50,0.966666666667,0.18,0.18,0
50,1,0.18,0.18,0
50,1.03333333333,0.18,0.18,0
50,1.06666666667,0.18,0.18,0
50,1.1,0.18,0.18,0
50,1.13333333333,0.18,0.18,0
50,1.16666666667,0.18,0.18,0
50,1.2,0.18,0.18,0
50,1.23333333333,0.18,0.18,0
50,1.26666666667,0.18,0.18,0
50,1.3,0.18,0.18,0
50,1.33333333333,0.18,0.18,0
50,1.36666666667,0.18,0.18,0
50,1.4,0.18,0.18,0
50,1.43333333333,0.18,0.18,0
50,1.46666666667,0.18,0.18,0
50,1.5,0.18,0.18,0
50,1.53333333333,0.18,0.18,0
50,1.56666666667,0.18,0.18,0
50,1.6,0.18,0.18,0
50,1.63333333333,0.18,0.18,0
50,1.66666666667,0.18,0.18,0
50,1.7,0.18,0.18,0
50,1.73333333333,0.18,0.18,0
50,1.76666666667,0.18,0.18,8.881784197e-16
50,1.8,0.18,0.18,1.03950181796e-12
50,1.83333333333,0.179999999938,0.18,3.43804651415e-10
50,1.86666666667,0.17999999272,0.18,4.04450991587e-08
50,1.9,0.179999649751,0.18,1.94582623469e-06
50,1.93333333333,0.179992165011,0.18,4.35277175956e-05
50,1.96666666667,0.179908399201,0.18,0.000508893326882
50,2,0.179378032038,0.18,0.00345537756759
50,2.03333333333,0.17730504947,0.18,0.0149719473916
50,2.06666666667,0.171902036414,0.18,0.0449886865901
50,2.1,0.161854315795,0.18,0.100809356697
50,2.13333333333,0.147722196258,0.18,0.179321131899
50,2.16666666667,0.131935157176,0.18,0.267026904576
50,2.2,0.117366820691,0.18,0.347962107274
50,2.23333333333,0.105933572137,0.18,0.411480154794
50,2.26666666667,0.098166250005,0.18,0.454631944417
50,2.3,0.0935812184427,0.18,0.480104341985
50,2.33333333333,0.0912671646065,0.18,0.49296019663
50,2.36666666667,0.0903181891674,0.18,0.498232282403
50,2.4,0.0900403901382,0.18,0.499775610343
50,2.43333333333,0.0900005592051,0.18,0.499996893305
50,2.46666666667,0.0900003052967,0.18,0.499998303907
50,2.5,0.0900281206059,0.18,0.499843774412
50,2.53333333333,0.090211321228,0.18,0.498825993178
50,2.56666666667,0.0907716921761,0.18,0.495712821244
50,2.6,0.0919814976475,0.18,0.488991679736
50,2.63333333333,0.094116298153,0.18,0.477131676928
50,2.66666666667,0.0974045997426,0.18,0.458863334763
50,2.7,0.101979314676,0.18,0.433448251798
50,2.73333333333,0.107840036323,0.18,0.400888687093
50,2.76666666667,0.114836124092,0.18,0.362021532823
50,2.8,0.122677404161,0.18,0.318458865774
50,2.83333333333,0.130972517509,0.18,0.272374902727
50,2.86666666667,0.139287017548,0.18,0.226183235845
50,2.9,0.147207495657,0.18,0.182180579685
50,2.93333333333,0.154396750848,0.18,0.142240273066
50,2.96666666667,0.16062870107,0.18,0.107618327387
50,3,0.165798564405,0.18,0.0788968644178
50,3.03333333333,0.169910927206,0.18,0.0560504044118
50,3.06666666667,0.173053171896,0.18,0.0385934894683
50,3.1,0.175363280008,0.18,0.0257595555122
50,3.13333333333,0.176999682802,0.18,0.0166684288781
50,3.16666666667,0.17811791602,0.18,0.0104560221126
50,3.2,0.178855743994,0.18,0.00635697781208
50,3.23333333333,0.179326084891,0.18,0.00374397283005
50,3.26666666667,0.179615818277,0.18,0.00213434290517
50,3.3,0.179788253704,0.18,0.00117636831329
50,3.33333333333,0.179887340148,0.18,0.000625888066635
50,3.36666666667,0.179942252161,0.18,0.000320821329453
50,3.4,0.179971551979,0.18,0.000158044559257
50,3.43333333333,0.179986571164,0.18,7.46046447829e-05
50,3.46666666667,0.179993946796,0.18,3.3628912577e-05
50,3.5,0.17999740498,0.18,1.44167805177e-05
50,3.53333333333,0.179998946835,0.18,5.85091753347e-06
50,3.56666666667,0.179999597492,0.18,2.23615329786e-06
50,3.6,0.179999855984,0.18,8.00088434283e-07
50,3.63333333333,0.179999952077,0.18,2.66237743296e-07
50,3.66666666667,0.179999985277,0.18,8.17928447194e-08
50,3.7,0.179999995858,0.18,2.30121912637e-08
50,3.73333333333,0.179999998942,0.18,5.87658088858e-09
50,3.76666666667,0.179999999757,0.18,1.34885558278e-09
50,3.8,0.17999999995,0.18,2.75315104048e-10
50,3.83333333333,0.179999999991,0.18,4.93906027188e-11
50,3.86666666667,0.179999999999,0.18,7.68918262395e-12
50,3.9,0.18,0.18,1.02462482943e-12
50,3.93333333333,0.18,0.18,1.15241149956e-13
50,3.96666666667,0.18,0.18,1.07691633389e-14
50,4,0.18,0.18,7.77156117238e-16
50,4.03333333333,0.18,0.18,0
50,4.06666666667,0.18,0.18,0
50,4.1,0.18,0.18,0
