case_label,severity,z_cm,theta_rad,x_cm,y_cm,r_cm,node_count,source
60,40,0.0165745856354,0.0436332312999,0.180005174965,0.0078591956674,0.180176663225,6,node-envelope-not-wall-surface
60,40,0.0165745856354,0.1308996939,0.178635224147,0.023517773416,0.180176660454,4,node-envelope-not-wall-surface
60,40,0.0165745856354,0.218166156499,0.175733282186,0.0389591307093,0.180000000926,3,node-envelope-not-wall-surface
60,40,0.0165745856354,0.305432619099,0.171836959238,0.0541799851324,0.180176056537,3,node-envelope-not-wall-surface
60,40,0.0165745856354,0.392699081699,0.166298316528,0.0688830181055,0.180000000731,2,node-envelope-not-wall-surface
60,40,0.0165745856354,0.479965544298,0.159818450221,0.0831962192555,0.180176435556,3,node-envelope-not-wall-surface
60,40,0.0165745856354,0.567232006898,0.151810460753,0.0967139298254,0.180000000601,2,node-envelope-not-wall-surface
60,40,0.0165745856354,0.654498469498,0.142943010349,0.109684029584,0.18017572132,5,node-envelope-not-wall-surface
60,40,0.0165745856354,0.741764932098,0.132709921289,0.121606237979,0.1800000009,1,node-envelope-not-wall-surface
60,40,0.0165745856354,0.829031394697,0.121725412235,0.132839977169,0.180176401113,4,node-envelope-not-wall-surface
60,40,0.0165745856354,0.916297857297,0.10957705791,0.142803602149,0.18000000113,4,node-envelope-not-wall-surface
60,40,0.0165745856354,1.0035643199,0.0968090274981,0.151959734199,0.18017699249,3,node-envelope-not-wall-surface
60,40,0.0165745856354,1.0908307825,0.0831147506069,0.159661950403,0.180000000486,5,node-envelope-not-wall-surface
60,40,0.0165745856354,1.1780972451,0.0689509820946,0.166462396112,0.180177599193,2,node-envelope-not-wall-surface
60,40,0.0165745856354,1.2653637077,0.0541270441716,0.171669051962,0.180000000867,2,node-envelope-not-wall-surface
60,40,0.0165745856354,1.3526301703,0.0389973171573,0.175905530121,0.180176430958,3,node-envelope-not-wall-surface
60,40,0.0165745856354,1.4398966329,0.0235154656816,0.178617695164,0.180158980214,3,node-envelope-not-wall-surface
60,40,0.0165745856354,1.5271630955,0.00785148974851,0.179828680406,0.180000000522,5,node-envelope-not-wall-surface
60,40,0.0165745856354,1.61442955809,-0.00786108888551,0.180048536789,0.180220066359,5,node-envelope-not-wall-surface
60,40,0.0165745856354,1.70169602069,-0.0235160735081,0.178622312064,0.180163636954,3,node-envelope-not-wall-surface
60,40,0.0165745856354,1.78896248329,-0.0389980794468,0.175908968587,0.180179952908,4,node-envelope-not-wall-surface
