case_label,severity,node_id,z_cm,x_cm,y_cm,r_cm,theta_rad,ux_cm_s,uy_cm_s,uz_cm_s,speed_cm_s,xdmf_time_s,source
60,40,83,0.775,6.45047618366e-08,0.180227430394,0.180227430394,1.57079596889,0.00151159471932,0.000103803679557,-0.871693581487,0.871694898287,0.9995,node-centered-resolved-3d-velocity
60,40,84,0.75,1.76326295827e-07,0.180227992674,0.180227992675,1.57079534844,-0.00168535585693,0.00166390070205,-0.864706455331,0.864709698616,0.9995,node-centered-resolved-3d-velocity
60,40,85,0.725,1.33106946596e-07,0.180228438162,0.180228438162,1.57079558825,0.000523623456154,-0.00105135943097,-0.870472930141,0.870473722548,0.9995,node-centered-resolved-3d-velocity
60,40,86,0.875,6.48968960101e-08,0.180225506631,0.180225506631,1.57079596671,0.00202600409854,0.000823531604887,-0.872339463351,0.872342204766,0.9995,node-centered-resolved-3d-velocity
60,40,87,0.85,1.33795077367e-07,0.180226071353,0.180226071353,1.57079558442,0.000351488726205,0.000765988327131,-0.866163692553,0.866164102569,0.9995,node-centered-resolved-3d-velocity
60,40,88,0.825,1.20800452182e-07,0.180226519278,0.180226519278,1.57079565652,0.000688031174394,-0.00107463085949,-0.871330570386,0.871331504714,0.9995,node-centered-resolved-3d-velocity
60,40,89,0.975,6.44673879069e-08,0.180223605704,0.180223605704,1.57079596909,-0.000966953496778,0.000779959953587,-0.869293205573,0.869294093269,0.9995,node-centered-resolved-3d-velocity
60,40,90,0.95,1.07810898859e-07,0.180224141462,0.180224141462,1.57079572859,-0.000898450589983,-0.000123594190718,-0.868229567267,0.868230040925,0.9995,node-centered-resolved-3d-velocity
60,40,91,0.925,9.36639754913e-08,0.180224607186,0.180224607186,1.57079580709,-0.00153615202732,-0.000348037463791,-0.871081841579,0.871083265608,0.9995,node-centered-resolved-3d-velocity
60,40,92,1.075,6.77646258994e-08,0.180221715669,0.180221715669,1.57079595079,0.000478516930372,0.000870148682657,-0.871664802006,0.871665367669,0.9995,node-centered-resolved-3d-velocity
60,40,93,1.05,1.26951021922e-07,0.180222248422,0.180222248422,1.57079562238,0.000741889707092,0.000103656610456,-0.863219845125,0.863220170155,0.9995,node-centered-resolved-3d-velocity
60,40,94,1.025,1.07348259351e-07,0.180222689129,0.180222689129,1.57079573115,-0.00130860175349,-0.000874574494284,-0.87826683311,0.878268243454,0.9995,node-centered-resolved-3d-velocity
60,40,95,1.175,3.24030216852e-09,0.180219782334,0.180219782334,1.57079630882,-0.00184293260176,4.42342671402e-07,-0.8778001165,0.877802051107,0.9995,node-centered-resolved-3d-velocity
60,40,96,1.15,1.23579927782e-07,0.180220340082,0.180220340082,1.57079564108,0.00186807383884,6.42202191197e-05,-0.880239432494,0.880241417079,0.9995,node-centered-resolved-3d-velocity
60,40,97,1.125,1.41509630037e-07,0.180220802321,0.180220802321,1.57079554159,-0.000103229830766,-0.000486419809285,-0.862788516134,0.862788659426,0.9995,node-centered-resolved-3d-velocity
60,40,98,1.275,4.91558377783e-08,0.180217892008,0.180217892008,1.57079605404,0.00115578365988,-0.000123599014592,-0.870866144609,0.870866920337,0.9995,node-centered-resolved-3d-velocity
60,40,99,1.25,1.10242877626e-07,0.180218430887,0.180218430887,1.57079571508,-6.47776724741e-05,-0.000279437460802,-0.860173972781,0.860174020609,0.9995,node-centered-resolved-3d-velocity
60,40,100,1.225,1.05267219793e-07,0.180218897084,0.180218897084,1.57079574269,-0.000448994356185,2.12692122762e-05,-0.882572679267,0.882572793732,0.9995,node-centered-resolved-3d-velocity
60,40,101,1.375,9.17214196592e-08,0.180216027575,0.180216027575,1.57079581784,0.000519321540317,0.000489266647393,-0.873815096707,0.873815388002,0.9995,node-centered-resolved-3d-velocity
60,40,102,1.35,9.91682427343e-08,0.18021652809,0.18021652809,1.57079577652,0.000644200016317,-0.000463761000052,-0.873405866517,0.873406227213,0.9995,node-centered-resolved-3d-velocity
60,40,103,1.325,6.64513148521e-08,0.18021699313,0.18021699313,1.57079595807,-0.000555245740546,9.29751584047e-05,-0.873241662532,0.873241844006,0.9995,node-centered-resolved-3d-velocity
60,40,104,1.475,7.74486988732e-08,0.180214130654,0.180214130654,1.57079589704,0.00113066765351,0.00172243674833,-0.874444826521,0.874447253885,0.9995,node-centered-resolved-3d-velocity
60,40,105,1.45,5.82195208851e-08,0.180214636868,0.180214636868,1.57079600374,-0.00145558635176,-0.00114227871463,-0.880705540928,0.880707484557,0.9995,node-centered-resolved-3d-velocity
60,40,106,1.425,9.05780926478e-08,0.180215096231,0.180215096231,1.57079582418,-0.000821946449969,-0.000752111781443,-0.876711063263,0.876711771174,0.9995,node-centered-resolved-3d-velocity
