case_label,severity,case,operator,model,nx,dt_s,initial_condition,backend,run_status,target_time_s,section_count,valid_section_count,mean_physical_flow_bias_1d_minus_3d_cm3_s,mean_physical_flow_discrepancy_cm3_s,rms_physical_flow_discrepancy_cm3_s,mean_velocity_bias_1d_minus_3d_cm_s,mean_velocity_discrepancy_cm_s,rms_velocity_discrepancy_cm_s,max_velocity_discrepancy_cm_s,max_velocity_discrepancy_z_cm,relative_rms_velocity_discrepancy,adjacent_from_nx,adjacent_mean_abs_velocity_difference_cm_s,adjacent_rms_velocity_difference_cm_s,adjacent_max_abs_velocity_difference_cm_s,adjacent_relative_rms_velocity_difference,one_d_completed_time_s,cross_model_time_offset_s,comparison_summary_csv,section_csv
77,23,C23,CrossSectionQuadratureOperator,canic-extended-1d,200,1.0000000000000001e-05,geometry-rest,native,ok,0.99950000000000006,200,200,0.041705351170724159,0.059651456809582892,0.073583138034765058,0.41138534833572638,0.61821325239484404,0.89962261111813957,4.5330502352287283,2.0804020100502512,0.03757076342017731,0,NaN,NaN,NaN,NaN,0.99950000000000006,5.4733995114020217e-14,simulations/output/3d_comparison/grid_nx200/comparison_summary.csv,simulations/output/3d_comparison/grid_nx200/section_mean_case77_sev23.csv
77,23,C23,CrossSectionQuadratureOperator,canic-extended-1d,400,1.0000000000000001e-05,geometry-rest,native,ok,0.99950000000000006,200,200,0.047153878217706335,0.048208135664008174,0.050852325426624913,0.47964405991411274,0.50478886219566332,0.6635855232967216,2.3488473562638461,2.291457286432161,0.027713192617344805,200,0.23311313475424181,0.68018332365053991,3.4907213559205346,0.027782615516404024,0.99950000000000006,5.4733995114020217e-14,simulations/output/3d_comparison/grid_nx400/comparison_summary.csv,simulations/output/3d_comparison/grid_nx400/section_mean_case77_sev23.csv
77,23,C23,CrossSectionQuadratureOperator,canic-extended-1d,800,1.0000000000000001e-05,geometry-rest,native,ok,0.99950000000000006,200,200,0.048681192981254708,0.048741718599691584,0.053224060197104038,0.49892792747324166,0.50488594308182644,0.70628491042601949,2.9396793942321651,2.2613065326633164,0.029496438783231521,400,0.06070383065417017,0.17857546434193203,0.94325961317002793,0.0072875552273441975,0.99950000000000006,5.4733995114020217e-14,simulations/output/3d_comparison/grid_nx800/comparison_summary.csv,simulations/output/3d_comparison/grid_nx800/section_mean_case77_sev23.csv
60,40,C40,CrossSectionQuadratureOperator,canic-extended-1d,200,1.0000000000000001e-05,geometry-rest,native,ok,0.99950000000000006,200,200,0.059489538617047442,0.083945638848188772,0.11324846566139044,0.76914919099110757,1.0816485012998087,1.8938696773825652,7.9296666454764981,2.0804020100502512,0.069747772773539565,0,NaN,NaN,NaN,NaN,0.99950000000000006,5.4733995114020217e-14,simulations/output/3d_comparison/grid_nx200/comparison_summary.csv,simulations/output/3d_comparison/grid_nx200/section_mean_case60_sev40.csv
60,40,C40,CrossSectionQuadratureOperator,canic-extended-1d,400,1.0000000000000001e-05,geometry-rest,native,ok,0.99950000000000006,200,200,0.068377996293114821,0.070870433453389337,0.089272267419383863,0.90856859984312166,0.96603526044539645,1.8683652044709926,9.9225709691191284,2.2613065326633164,0.068808489462449357,200,0.45649902377381069,1.3319711740581461,7.0431569463153281,0.046770254841443031,0.99950000000000006,5.4733995114020217e-14,simulations/output/3d_comparison/grid_nx400/comparison_summary.csv,simulations/output/3d_comparison/grid_nx400/section_mean_case60_sev40.csv
60,40,C40,CrossSectionQuadratureOperator,canic-extended-1d,800,1.0000000000000001e-05,geometry-rest,native,ok,0.99950000000000006,200,200,0.070731745590739858,0.071077557607420294,0.095389443337874164,0.94669736384416125,0.98434544570807025,2.0188949179088089,11.572985203611829,2.2613065326633164,0.074352224796465152,400,0.11875845134008632,0.3497719311921334,1.9409765924466527,0.012260998946279602,0.99950000000000006,5.4733995114020217e-14,simulations/output/3d_comparison/grid_nx800/comparison_summary.csv,simulations/output/3d_comparison/grid_nx800/section_mean_case60_sev40.csv
