z_cm qC23_t0001 qC23_t001 qC23_t01 qC23_t1 qC40_t0001 qC40_t001 qC40_t01 qC40_t1
0.98624999999999996 0 1.5778977830678568e-14 1.8293881319719486e-14 -2.649821005191559e-14 0 2.6302261863272655e-14 1.2641435697824952e-14 -1.751734196908882e-14
0.99374999999999991 0 1.5777699230264754e-14 2.1704728881836243e-14 -2.6700816908738399e-14 0 2.9148697645804844e-14 1.2094906730055973e-14 -1.7055609149565889e-14
1.00125 0 1.5776420581492835e-14 1.7902868875507118e-14 -2.5939887510475299e-14 0 2.9666605807388099e-14 1.2763272372430207e-14 -1.7416628244948623e-14
1.00875 0 1.5302204626904757e-14 1.6659989336582207e-14 -2.4717831532936596e-14 0 2.7122149400331312e-14 1.3771423374296638e-14 -1.6805746506690584e-14
1.0162499999999999 0 1.0790395820554131e-14 1.7308848858846897e-14 -2.2104822907599852e-14 0 2.6583222545012579e-14 1.2851768083338654e-14 -1.5863558584459549e-14
1.0237499999999999 0 7.8131195200697688e-15 1.6101433999025621e-14 -1.8685596535910587e-14 0 2.502545658799241e-14 1.2686823735693504e-14 -1.5564616479266155e-14
1.03125 0 7.8125722931518822e-15 1.0620138337026911e-14 -1.8511398180298059e-14 0 2.5815060492129027e-14 1.2928495397840774e-14 -1.6062433375693366e-14
1.0387500000000001 0 7.8118532724240003e-15 5.4184165793476554e-15 -2.0039233119823792e-14 0 2.5061531816648273e-14 1.2471061790122901e-14 -1.5369246289720055e-14
1.0462499999999999 0 7.8113061341934538e-15 5.9067566607757301e-16 -2.1077271350418028e-14 0 2.2502852617143149e-14 1.2020163086497643e-14 -1.5857778059154667e-14
1.05375 0 7.8105872299949942e-15 -5.1760412139086647e-15 -2.1096348153734738e-14 0 2.0656453746840871e-14 1.2717673247021529e-14 -1.6736502092670165e-14
1.06125 0 7.8100401804374164e-15 -1.1032137902800962e-14 -2.1797504461639825e-14 0 1.9852389336975117e-14 1.2604147643225609e-14 -1.7620593311849927e-14
1.0687499999999999 0 7.8093213927494936e-15 -1.108954127391806e-14 -1.954980598075275e-14 0 2.2464002222884087e-14 1.2251695408222686e-14 -1.9162064587847321e-14
1.0762499999999999 0 7.8087744318505116e-15 -1.2779402131783206e-14 -1.683895753560362e-14 0 2.4240795166290855e-14 1.3917674158044857e-14 -1.9756815981536115e-14
