severity,nx,dx,elapsed_time_s,requested_time_s,terminal_time_error_s,max_abs_q,max_abs_q_z,max_abs_area_drift,solver_volume_defect,physical_volume_defect,requested_q_in,applied_q_in,inlet_area_flux,outlet_area_flux,boundary_flux_integral,conservation_residual,inlet_cell_q,outlet_cell_q,mean_q,rms_q,lh_area_interior_max_abs,lh_area_boundary_max_abs,lh_flow_interior_max_abs,lh_flow_boundary_max_abs,realized_cfl_max,lambda_minus_min,lambda_plus_max,subcritical_margin_min,positivity_projection_count,positivity_correction_total,status,error_message
40.0,400,0.015,0.001,0.001,0.0,0.07052914642025317,2.0775,2.4445129717731023e-5,5.967448757360216e-14,1.8747293176796396e-13,0.0,0.0,1.3006712638179292e-10,0.0,-5.967448757360216e-14,0.0,3.895555692434146e-11,0.0,4.756102250319474e-5,0.013569879487026839,1.2344358256460444,7.372861036538614e-9,1437.2379632242373,7.5813053020586576e-6,0.45,-1028.6151435280865,1029.2260396961944,794.6919073550164,0,0.0,ok,
40.0,400,0.015,0.01,0.01,0.0,0.06402134516567652,2.0775,3.0631423569620064e-5,7.734431823752663e-6,2.4298434197192473e-5,0.0,0.0,9.009625545619571e-10,-0.010453953350669603,-7.734431823752663e-6,0.0,-0.00018851644396635457,-0.01051505356573624,-0.002416621694146952,0.010534605250824086,1.2344358256460444,7.372861036538614e-9,1437.2379632242373,7.5813053020586576e-6,0.45000000000000007,-1029.5784863725487,1030.1735187990305,794.6919073550164,0,0.0,ok,
40.0,400,0.015,0.1,0.1,0.0,0.06172380437411836,2.0775,2.053171509594498e-5,-2.559289416920185e-6,-8.04024483060656e-6,0.0,0.0,-1.074219676088623e-10,0.0018589959452478392,2.559289416920185e-6,0.0,5.8026615311146595e-5,0.0019741327303334864,-0.0007915331714777979,0.00887087132467851,1.2344358256460444,7.372861036538614e-9,1437.2379632242373,7.5813053020586576e-6,0.45000000000000007,-1029.5784863725487,1030.1735187990305,794.6919073550164,0,0.0,ok,
40.0,400,0.015,1.0,1.0,0.0,0.06339411473861904,2.0775,1.837299432905226e-5,4.047355997349733e-6,1.2715143867736512e-5,0.0,0.0,1.2159657927749097e-10,1.0501717876518802e-5,-4.047355997349733e-6,0.0,1.2422483083169372e-7,1.0519153678808933e-5,-0.0009784401236139725,0.009231557099495219,1.2344358256460444,7.372861036538614e-9,1437.2379632242373,7.5813053020586576e-6,0.45000000000000007,-1029.5784863725487,1030.1735187990305,794.6919073550164,0,0.0,ok,
40.0,800,0.0075,0.0,0.0,0.0,0.0,0.00375,0.0,0.0,0.0,0.0,0.0,1.105929155480792e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3224749398980503,1.4745722073077227e-8,236.69921476132004,1.5162610604117315e-5,NaN,NaN,NaN,NaN,0,0.0,ok,
40.0,800,0.0075,0.001,0.001,0.0,0.017820611710715483,2.07375,8.161020756319859e-6,5.978550987606468e-14,1.878217186177648e-13,0.0,0.0,1.470175816332768e-10,0.0,-5.978550987606468e-14,0.0,7.285646742697523e-11,0.0,3.651829808908705e-6,0.0034426575058037526,0.3224749398980503,1.4745722073077227e-8,236.69921476132004,1.5162610604117315e-5,0.45000000000000007,-1028.3789232600561,1028.5412867001905,795.9011181625532,0,0.0,ok,
40.0,800,0.0075,0.01,0.01,0.0,0.01625156300989755,2.07375,9.893919717736399e-6,2.4547812506325872e-6,7.7119227431573e-6,0.0,0.0,-1.0164481844774475e-10,-0.0026872906971619846,-2.4547812506325872e-6,0.0,3.4563778977766265e-6,-0.002695032152239023,-0.0006465889258144253,0.002713108689952856,0.3224749398980503,1.4745722073077227e-8,236.69921476132004,1.5162610604117315e-5,0.45000000000000007,-1028.690951790418,1028.882548256101,795.9011181625532,0,0.0,ok,
40.0,800,0.0075,0.1,0.1,0.0,0.015350705328971703,2.07375,5.1753436406641595e-6,-6.423914417907906e-7,-2.018132234258903e-6,0.0,0.0,1.4033909635435083e-10,0.0004312379670359375,6.423914417907906e-7,0.0,1.3012980463001371e-5,0.00042989863417590337,-0.00020261832412361502,0.0022215419908724896,0.3224749398980503,1.4745722073077227e-8,236.69921476132004,1.5162610604117315e-5,0.45000000000000007,-1028.7081659358919,1028.882548256101,795.9011181625532,0,0.0,ok,
40.0,800,0.0075,1.0,1.0,0.0,0.016048381496266424,2.07375,4.5818096846492185e-6,1.2539853104509557e-6,3.939511039022239e-6,0.0,0.0,-3.3004812135871655e-11,3.3601127397825343e-6,-1.2539853104509557e-6,0.0,3.912670173021853e-9,3.3700849876219513e-6,-0.0002492485526397617,0.0023281775489132597,0.3224749398980503,1.4745722073077227e-8,236.69921476132004,1.5162610604117315e-5,0.45000000000000007,-1028.7081659358919,1028.882548256101,795.9011181625532,0,0.0,ok,
40.0,1600,0.00375,0.0,0.0,0.0,0.0,0.001875,0.0,0.0,0.0,0.0,0.0,1.105929155480792e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08106742880666952,2.9491444146154455e-8,60.94309941632673,3.032522120823463e-5,NaN,NaN,NaN,NaN,0,0.0,ok,
40.0,1600,0.00375,0.001,0.001,0.0,0.00446535145998209,2.071875,2.3490564166547823e-6,5.939693181744587e-14,1.866009646434618e-13,0.0,0.0,1.4756897885092742e-10,0.0,-5.939693181744587e-14,0.0,7.395926186226487e-11,0.0,-3.4750881264840674e-7,0.0008662446529849939,0.08106742880666952,2.9491444146154455e-8,60.94309941632673,3.032522120823463e-5,0.45,-1028.31918420874,1028.3597672576818,796.3466454856006,0,0.0,ok,
40.0,1600,0.00375,0.01,0.01,0.0,0.004084227531425698,2.0681249999999998,3.1138876319738995e-6,6.78137880461005e-7,2.1304329833772467e-6,0.0,0.0,1.2852645389079898e-10,-0.0006782780825465398,-6.78137880461005e-7,0.0,1.80187729631411e-5,-0.0006793224992553341,-0.00016228822860707342,0.0006909105335621698,0.08106742880666952,2.9491444146154455e-8,60.94309941632673,3.032522120823463e-5,0.45000000000000007,-1028.414485022461,1028.4838075831676,796.3458227485623,0,0.0,ok,
40.0,1600,0.00375,0.1,0.1,0.0,0.0038486596495706047,2.071875,1.254838828467636e-6,-1.4577966528372954e-7,-4.579803254981437e-7,0.0,0.0,-2.1439706824590972e-11,-3.343069044255044e-5,1.4577966528372954e-7,0.0,2.2382360927960882e-6,-3.543632938054047e-5,-5.117961904587424e-5,0.000563043895503935,0.08106742880666952,2.9491444146154455e-8,60.94309941632673,3.032522120823463e-5,0.45000000000000007,-1028.4249702172888,1028.4838075831676,796.3458227485623,0,0.0,ok,
40.0,1600,0.00375,1.0,1.0,0.0,0.0040281342540544815,2.0681249999999998,1.142346779645781e-6,3.440569662782611e-7,1.0808868376761763e-6,0.0,0.0,-1.25736888789342e-10,5.69680228894154e-7,-3.440569662782611e-7,0.0,-2.8725779499581862e-9,5.802658507822996e-7,-6.238620101871703e-5,0.0005834333220691505,0.08106742880666952,2.9491444146154455e-8,60.94309941632673,3.032522120823463e-5,0.45000000000000007,-1028.4249702172888,1028.4838075831676,796.3458227485623,0,0.0,ok,
